new_index,author,content,date_time,id,language,number_of_likes,number_of_shares,sentiment
646,ArianaGrande,@uptomyknees this is so great http://t.co/Boc2o3Dy4A,2015-06-05 03:00:00,606657000000000000,en,10198,4952,0
647,shakira,@HispanicEd in California drafting a sustainable agenda to increase cradle-to-career opportunities for Latinos. This is a priority! Shak,2016-04-28 21:37:00,725801000000000000,en,453,175,1
648,shakira,Shak was named Choice TV Reality Personality Female at this year's #TeenChoiceAwards for her work on @NBCTheVoice SHQ http://t.co/5PKZfoJrO3,2014-08-11 17:21:00,498882000000000000,en,2295,1046,0
649,shakira,"¡Les invitamos a visitar la nueva página web de la @fpiesdescalzos !
http://t.co/bVuGwGo3Po 
ShakHQ http://t.co/qw5BphBNI4",2014-08-05 15:40:00,496682000000000000,es,1415,1223,0
650,shakira,#daretodream #SUI ShakHQ http://t.co/RSxC5B0bo3,2014-06-02 20:33:00,473563000000000000,en,861,304,0
651,shakira,"Watch Shak chatting to @etnow about the World Cup, being a mom and whether her hips are insured… http://t.co/B938s1o3hD ShakHQ",2014-05-02 14:17:00,462234000000000000,en,957,539,1
652,shakira,No se pierdan esta noche @NBCTheVoice (8/7c) para apoyar al #TeamShakira y ver Shak y @CeeLoGreen! ShakiraHQ http://t.co/Yyidnwu1Pr,2013-05-20 21:35:00,336596000000000000,es,546,409,0
653,shakira,Watch @NBCTheVoice at 8/7c to support #TeamShakira's Sasha &amp; Kris - and to see Shak with @CeeLoGreen  ShakiraHQ http://t.co/Yyidnwu1Pr,2013-05-20 21:34:00,336596000000000000,en,435,321,1
654,instagram,"A bright green reprieve in São Paulo #TheWeekOnInstagram
https://t.co/JZNEhkRH9w",2017-01-11 00:45:00,818982000000000000,pt,490,88,0
655,instagram,Leaping into the new year — complete with a mid-air tail wiggle #WeeklyFluff https://t.co/hVZXO31LA6,2017-01-10 18:30:00,818888000000000000,en,542,123,2
656,instagram,"Dazzling lights symbolize hope and recovery in Kobe, Japan ✨
https://t.co/3O3IBg329B",2016-12-17 18:30:00,810190000000000000,en,608,141,2
657,instagram,Embracing biodiversity and reducing food waste with @uglyproduceisin https://t.co/mkVA3Cwqwm,2016-11-27 18:30:00,802943000000000000,en,621,128,1
658,instagram,"#DailyFluff
https://t.co/O3sIS0cqUM 🐾 https://t.co/F42NlijqTx",2016-11-07 14:00:00,795627000000000000,und,1634,437,0
659,instagram,Calling all green thumbs! 💚 💅 (via @Bustle) https://t.co/i5gIKlIFoc,2016-11-02 19:30:00,793898000000000000,en,821,151,0
660,instagram,"#DailyFluff
https://t.co/S81tBLhCFR 🐾 https://t.co/d9io33HLlF",2016-10-22 13:00:00,789814000000000000,und,1182,313,0
661,instagram,Today’s #WeeklyFluff = one sweet black cat with an adorably spooky overbite 🎃  https://t.co/k7zpWjcfO3,2016-10-18 15:18:00,788399000000000000,en,647,101,0
662,instagram,"#DailyFluff
https://t.co/3aM7eWSKNc 🐾 https://t.co/O3GDZmRIGO",2016-09-14 13:30:00,776050000000000000,und,1135,250,0
663,instagram,"#DailyFluff
https://t.co/O3sIS0cqUM 🐾 https://t.co/hEfTyElVSq",2016-08-20 13:00:00,766983000000000000,und,1798,463,0
664,instagram,"“Raising twins is nothing short of chaotic, but the joy is also doubled.” —Amber Yong 👶👶  https://t.co/OmNf0BO3so",2016-08-05 20:30:00,761661000000000000,en,814,172,1
665,instagram,"“Call it resilience, call it grit, the point is their survival demands high levels of ‘it.’ So on they go.”—@cathjam https://t.co/nBAWvViA6e",2016-07-29 03:30:00,758867000000000000,en,1000,193,1
666,instagram,"#DailyFluff
https://t.co/m63kXgw3ly 🐦 https://t.co/4ZXsdYwto3",2016-07-14 13:00:00,753575000000000000,und,1754,485,0
667,instagram,Steel wool spins and sparks for #WHPilluminate https://t.co/EnWO3AhVv6,2016-07-07 14:30:00,751061000000000000,en,837,151,0
668,instagram,Participate in this weekend’s hashtag project: #WHPilluminate https://t.co/dsdboo3aLL https://t.co/CJ6WS634EU,2016-07-01 21:30:00,748992000000000000,en,1030,233,1
669,instagram,"#WeeklyFluff: Handsome Henri, Greek rescue pup edition https://t.co/Eo3SqG0oAl",2016-06-28 20:30:00,747890000000000000,en,919,174,1
670,instagram,☀️🍦 https://t.co/pLUZPO3vsv,2016-06-22 16:03:00,745648000000000000,und,1032,207,0
671,instagram,Green cacti meet bright red walls in Spain for #WHParchitecture https://t.co/2DVSWVyAJe,2016-06-22 14:30:00,745625000000000000,en,770,156,1
672,instagram,Celebrating resilience with @JacobTobia 🌈 #PridePortraits https://t.co/7TLw3ahkx5,2016-06-09 00:30:00,740703000000000000,en,507,113,0
673,instagram,Making history in the sky with Capt. Katie Higgins ✈️ https://t.co/F47HO3dl3X https://t.co/TEGs0F6zq6,2016-05-29 22:30:00,737048000000000000,en,1162,246,0
674,instagram,"It’s an imaginary world where Instagram logos grow out of the earth, thanks to @rachelryle https://t.co/yuWHCo22EE",2016-05-15 22:30:00,731975000000000000,en,961,161,1
675,instagram,"Planting trees for a greener tomorrow at InstaMeet #wwim13krsk in Tatyshev Island, Russia #LifeOnEarthWWIM13🌱  https://t.co/cAG6rPPOPJ",2016-04-24 02:00:00,724055000000000000,en,873,173,1
676,instagram,Transforming silk scarves into art with @paperfashion https://t.co/9b52pv32tt https://t.co/UvLorO32Zz,2016-03-19 01:00:00,710994000000000000,en,1347,299,0
677,instagram,Yu Kawaguchi celebrates the differences in his identical twins for #WHPidentity https://t.co/rp2bl9o3E3,2016-03-11 04:00:00,708140000000000000,en,1045,186,0
678,instagram,Documenting climate change in Oceania with @Vlad_Sokhin https://t.co/mTN9K88UVj,2016-03-02 22:46:00,705162000000000000,en,1076,232,2
679,instagram,Turning adventures into a never-ending collage with photographer Casey McPerry https://t.co/sqER4J8snq https://t.co/5rWNlVCJo3,2016-02-28 01:26:00,703753000000000000,en,1316,281,0
680,instagram,Creating a visual diary of emotions with Daniel Serva https://t.co/9BIhaAnKr2 https://t.co/Ko3gMsFW75,2016-02-22 14:00:00,701768000000000000,en,1744,431,0
681,instagram,Keeping it real at the #XGames with professional snowboarder @TorahBright https://t.co/URhB9IO35F https://t.co/MTlBuI5pbd,2016-01-31 16:04:00,693827000000000000,en,1668,281,1
682,instagram,It's go time! 😱❄️ Watch #XGames videos on Instagram now https://t.co/sZo39nvseN,2016-01-30 19:40:00,693519000000000000,en,2085,525,0
683,instagram,Share the discoveries and inspirations of the French-speaking world on Instagram. Welcome https://t.co/hA9J0oX4OB!🇫🇷 https://t.co/lQVo3HRwLU,2016-01-21 15:06:00,690189000000000000,en,2137,564,1
684,instagram,Featured submissions from this weekend’s hashtag project: #WHPvideoportrait https://t.co/9ueOig3jX6 https://t.co/25o3QwQB2z,2016-01-11 22:05:00,686670000000000000,en,1612,305,0
685,instagram,Inside the UN climate change conference with @earlyvoyages https://t.co/mhbbziGRPi https://t.co/VojEvP8IuC,2015-12-05 22:08:00,673263000000000000,en,1981,384,2
686,instagram,"Celebration, reflection and lots of light: exploring #loykrathong in SE Asia https://t.co/vGSN2o2PWF https://t.co/4X3cPOEePT",2015-11-25 22:21:00,669642000000000000,en,3486,748,0
687,instagram,The Week on Instagram | 206 https://t.co/g0m1o3IBti https://t.co/8IUmj89bna,2015-10-25 15:06:00,658299000000000000,en,2398,601,0
688,ddlovato,"#IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro-choice and global warming IS real. #ImWithHer",2016-11-08 05:22:00,795859000000000000,en,36924,12615,1
689,ddlovato,More confident than ever with this blonde! Show your inner light and feel it too! @WellaKolestonLA #RubioParaTodas https://t.co/o3UnbEl14d,2016-10-20 23:57:00,789254000000000000,en,27468,8384,1
690,ddlovato,Thanks to everyone who came out to say hi at @PremiumOutlets! Don't forget to sign up for the VIP Shopper Program!… https://t.co/o3pxpCbX05,2016-09-27 23:06:00,780906000000000000,en,16293,5159,1
691,ddlovato,.@castcenters has played an extremely important role in my life + health. Proud to announce my partnership with them https://t.co/eko34KHo9c,2016-09-08 20:45:00,773986000000000000,en,23745,7863,1
692,ddlovato,You know I’ll be rocking my @HillaryClinton x @TanyaTaylorNYC campaign tee this election #ImWithHER #MadeForHistory https://t.co/O3DlFzpjGe,2016-07-21 16:42:00,756167000000000000,en,25721,7778,0
693,ddlovato,I bet our country knows more about celebrities than they know about what's happening over seas or global warming,2016-06-23 19:30:00,746063000000000000,en,36612,18901,0
694,ddlovato,"""This is the tom green show, it's not the green tom show, this is my favorite show.."" You are awesome @tomgreenlive!!",2016-03-13 07:21:00,708916000000000000,en,10036,4647,0
695,ddlovato,"Thanks for the question, @iconapop!! My super power would be.... #DEMIINSWEDEN 😜😜
https://t.co/VnnhhOO3j7",2015-11-06 18:14:00,662695000000000000,en,9352,5477,0
696,ddlovato,"Thank you so much for moving with me all year long!! I love my Lovatics!!! #TwisterMoves #LetsMove
https://t.co/o3OpAfk2dR",2015-09-16 00:03:00,643938000000000000,en,15199,10791,0
697,ddlovato,Saturday night turnt up... #kingsize 😎😎😎😎😎🍆🍆🍆🍆🍆🍆🔥🔥🔥🔥🍻🍻🍻🍺🍹🍸🌋🐾🐶🐤🐤🐤🐤🐤🐩🐩🐩 https://t.co/ch4jysi335,2015-07-19 07:38:00,622672000000000000,en,9738,6238,0
698,ddlovato,Learn to lurrrrvvveee yerrrr currrvveeees 💁🏻💅🏼💖 #squats #COOLFORTHESUMMER https://t.co/tgHpoFO3oS,2015-07-12 03:41:00,620076000000000000,en,12620,8443,1
699,ddlovato,This is EVERYTHING!!!!!! I love you my Brazilian Lovatics!!!! #COOLFORTHESUMMER https://t.co/llO3j4DqB0,2015-07-01 13:40:00,616240000000000000,en,20865,21665,0
700,ddlovato,I have a green phone case so I can find my phone in my purse 💚💚💚 btw - totally reposted this… https://t.co/rmKLEV7oq8,2015-04-04 23:08:00,584493000000000000,en,14963,9353,0
701,ddlovato,I have a green phone case so I can find it in my purse easier. 💚💚💚 #doucheybathroomselfie… https://t.co/x5LGU5txuw,2015-04-04 23:04:00,584492000000000000,en,13494,8095,0
702,ddlovato,In honor of National Puppy Day... And in honor of my bitches...... 😏😎👍 https://t.co/rW5AiQsO33,2015-03-24 02:01:00,580188000000000000,en,15764,9895,0
703,ddlovato,8 min abs = 8 minutes of HELL 😂 only thing missing was the spandex pants... 👏👏👏 we killed it… https://t.co/O3IzifjYQe,2015-03-23 07:06:00,579902000000000000,en,14373,8661,1
